ad_id,age,gender,percentage
392247607072006,65+,unknown,0.000988
392247607072006,25-34,female,0.024222
392247607072006,25-34,male,0.098642
392247607072006,55-64,unknown,0.000815
392247607072006,45-54,female,0.086938
392247607072006,55-64,female,0.074914
392247607072006,45-54,male,0.17716
392247607072006,35-44,male,0.19316
392247607072006,35-44,female,0.064049
392247607072006,65+,female,0.098741
392247607072006,65+,male,0.078716
392247607072006,55-64,male,0.097926
392247607072006,45-54,unknown,0.00158
392247607072006,35-44,unknown,0.001531
392247607072006,25-34,unknown,0.000617
2037999629977741,25-34,female,0.008587
2037999629977741,65+,female,0.177205
2037999629977741,35-44,female,0.04918
2037999629977741,45-54,male,0.163934
2037999629977741,65+,male,0.149883
2037999629977741,55-64,male,0.129586
2037999629977741,35-44,male,0.103825
2037999629977741,55-64,female,0.09758
2037999629977741,45-54,female,0.064012
2037999629977741,25-34,male,0.0484
2037999629977741,55-64,unknown,0.001561
2037999629977741,45-54,unknown,0.003123
2037999629977741,65+,unknown,0.001561
2037999629977741,25-34,unknown,0.000781
2037999629977741,35-44,unknown,0.000781
516051841004135,55-64,unknown,0.000464
516051841004135,55-64,female,0.075368
516051841004135,25-34,female,0.066455
516051841004135,35-44,female,0.146279
516051841004135,25-34,male,0.096931
516051841004135,65+,female,0.064064
516051841004135,45-54,female,0.138434
516051841004135,55-64,male,0.056567
516051841004135,45-54,male,0.137691
516051841004135,35-44,male,0.17989
516051841004135,65+,male,0.03368
516051841004135,35-44,unknown,0.001416
516051841004135,25-34,unknown,0.000812
516051841004135,65+,unknown,0.000604
516051841004135,45-54,unknown,0.001346
8316444318468748,65+,unknown,0.000515
8316444318468748,55-64,unknown,0.000515
8316444318468748,55-64,male,0.055639
8316444318468748,45-54,male,0.138572
8316444318468748,35-44,female,0.144515
8316444318468748,25-34,male,0.098768
8316444318468748,45-54,unknown,0.001438
8316444318468748,55-64,female,0.07465
8316444318468748,25-34,female,0.067913
8316444318468748,35-44,male,0.18801
8316444318468748,65+,female,0.057892
8316444318468748,45-54,female,0.137177
8316444318468748,65+,male,0.032208
8316444318468748,25-34,unknown,0.000794
8316444318468748,35-44,unknown,0.001395
886688790015834,65+,unknown,0.000885
886688790015834,45-54,unknown,0.001194
886688790015834,25-34,male,0.042105
886688790015834,25-34,female,0.042592
886688790015834,65+,male,0.061345
886688790015834,55-64,female,0.120257
886688790015834,45-54,female,0.149668
886688790015834,65+,female,0.140602
886688790015834,55-64,male,0.065812
886688790015834,45-54,male,0.112561
886688790015834,35-44,male,0.12406
886688790015834,35-44,female,0.136621
886688790015834,25-34,unknown,0.000354
886688790015834,35-44,unknown,0.00115
