Page ID,Page name,Disclaimer,Amount spent (CZK)
192892890746298,Aerofilms,Aerofilms,1745
693725074166331,Naše zdravotnictví,Naše zdravotnictví,1739
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,1709
100568506223945,Valdes kouguem,These ads ran without a disclaimer,1622
108726857444837,České zájmy v EU,DFMG,1606
1201085733241671,Café Evropa,EUROPEUM Institute for European Policy,1605
424649884060896,Zrušme komunisty,"Listopad ještě neskončil, z.s.",1530
392036724286541,Zdravotnický deník,Limegreen s.r.o.,1529
101484914694453,Bioscop - Filmy v kinech,Bioscop - Filmy v kinech,1524
470573589468438,Duše Nade Vše,sinne,1507
100201752249169,Spolu21,Občanská demokratická strana,1433
113322746709049,Karel Havlíček,ANO,1429
139379141293,Paměť národa,"Post Bellum, z.ú.",1414
103567498863549,Ecoista,Ecoista,1367
711658465662315,XTV,XTV,1347
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",1313
117823623864,Transparency International ČR,Transparency International ČR,1286
100258505300069,Za bydlení,Za bydlení,1255
204790179389399,RARE Racionální regulace,RARE Racionální regulace,1149
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,1138
393968607139343,Good Company Circle,Good Company Circle,1069
1401321553476901,Jan Farský,"MEP Jan Farský, Group of the European People's Party in the European Parliament",1054
228361180513562,Deník e15,CZECH NEWS CENTER a. s.,1042
111210916534,Příběhy bezpráví,Příběhy bezpráví,1032
102763112397884,Jan Hušbauer,Jan Hušbauer,1023
223117541065037,Karel Janeček,Karel Janeček,984
1460486154172874,Avanzza MKT,These ads ran without a disclaimer,983
103059308644099,Replastuj.cz,Replastuj.cz,980
2019114464985347,Chyťte Bureše,Chyťte Bureše,979
154821444373429,Radovan Vích - SPD,Radovan Vích - SPD,956
415472211798220,Prague Pride,Prague Pride z.s.,928
101954531415600,Lukáš Vlček • ministr průmyslu a obchodu,Lukáš Vlček • ministr průmyslu a obchodu,916
100558309347647,Muzala Samukonga,These ads ran without a disclaimer,914
102575351265303,Silent Woods,These ads ran without a disclaimer,910
129493966920107,Investipo,EAFG Capital Ventures s.r.o.,893
1094454530733590,KLDR živě: Za 38. rovnoběžkou,KLDR živě: Za 38. rovnoběžkou,859
109323929038,Česká pirátská strana,Česká pirátská strana,845
40155481542,ROMEA,"ROMEA, o. p. s.",830
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,829
109056560836,iFortuna.cz,iFortuna.cz,828
221273594412886,Despre Moldova - Cehia,Despre Moldova - Cehia,818
301374529736447,Midea Česko,These ads ran without a disclaimer,792
609246842426009,Rekonstrukce státu,Rekonstrukce státu,785
382641704925474,Ocelový fénix,AMI Communications,775
470593056405865,Kde fondy EU pomáhají,These ads ran without a disclaimer,775
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",752
202566776504980,ŽIVOT 90,ŽIVOT 90,749
297565827101858,"Díky, že můžem","Díky, že můžem, z. s.",705
105243115766863,Síť k ochraně demokracie,Síť k ochraně demokracie,702
579215965436046,JSNS,JSNS,682
1416733788557863,Pravda o vodě a voda lidem,Nadační fond PRAVDA O VODĚ,674
40583438943,NESEHNUTÍ,NESEHNUTÍ,649
93433992603,Hospodářské noviny,Hospodářské noviny,630
731980267233834,AllatRa TV Česko-Slovensko,AllatRa TV Česko-Slovensko,628
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,627
321108674718315,Make e Moda,These ads ran without a disclaimer,626
315972808450196,ČSOB,ČSOB,616
119441777836709,CITYA mobility,CITYA mobility,590
124152241443,Čmelák - Společnost přátel přírody,Čmelák - Společnost přátel přírody,588
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,587
551976351670874,Zdeněk Hraba • váš senátor,Zdeněk Hraba - senátor,585
462619436938494,International support service,These ads ran without a disclaimer,584
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,576
104970479178796,Pozitivně k recyklaci,Pozitivně k recyklaci,574
799083753454179,Voxpot,Voxpot z. ú.,572
116936778126005,Marie Pošarová - SPD,Marie Pošarová - SPD,540
1410403182565683,Petr Hladík,KDU-ČSL,540
165004157332215,EWA: Learn Languages,These ads ran without a disclaimer,536
103596561838998,Svedomi-naroda.cz,Nadační fond Svědomí národa,528
158980731475210,Nina Spitalnikova,Nina Spitalnikova,513
573004246504627,Bohéma,Bohéma,512
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,503
742950425746951,Ministerstvo zemědělství,Ministerstvo zemědělství,500
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","Chrenek, Toman, Kotrba advokátní kancelář",498
115106741622257,Roman Ďurčo,Roman Ďurčo,463
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",456
103568159436395,Datarun.cz,Datarun.cz,455
108254295004217,Jdeme o krok dál,Jdeme o krok dál,429
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,417
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,412
206630153142726,Marek Výborný,KDU-ČSL,402
249201591615338,kingsbet CZ,kingsbet CZ,400
284944781875,EURACTIV.cz,EURACTIV.cz,395
1956144064659620,BlueTV,Aliance pro budoucnost,386
397919187215,Evropská komise v ČR,Evropská komise v ČR,382
822146574595819,Agrární komora České republiky,Agrární komora České republiky,370
101288484695293,Evropská soda,DFMG,362
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,361
125830487980906,Solární asociace,Solární asociace,360
38492561701,AutoMat,"AutoMat, z.s.",356
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,349
415013742606508,Asiaskop,"Sinoskop – Institut pro současnou Čínu, z.s.",348
102593189144504,Karolína Kubisková,Karolína Kubisková,343
2294380230800406,AJNA dental clinic,AJNA dental clinic,326
245915525601678,Lukáš Wagenknecht,Lukáš Wagenknecht,322
1533965953549869,Jaroslav Demčák,Jaroslav Demčák,321
107042794245314,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,Lubomír Brož - poslanec Parlamentu ČR a zastupitel Praha 5,315
629195630792582,Sociální bydlení v ČR,Sociální bydlení v ČR,307
177139666120181,Vlastimil Válek,TOP 09,303
257529307701966,Jiří Pospíšil,TOP 09,297
113528310021484,Šimon Pánek,"Člověk v tísni, o.p.s.",295
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,293
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,291
162620837267478,Jan Bartošek,Jan Bartošek,288
247354065474274,Petr Beitl,Petr Beitl,287
863066993754032,LOCIKA - centrum pro děti ohrožené domácím násilím,Centrum LOCIKA,286
183496134175,Radio Prague,Český rozhlas,284
293800277153071,Frontier Feed,These ads ran without a disclaimer,283
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita ve světě / Caritas Czech Republic in the world,283
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,274
153968834786942,Fashion Arena Prague Outlet,SurikataPR,269
1701718886552103,Moje Evropa,Moje Evropa,258
1493915637496087,Radomír Nepil - místostarosta Osmičky,Radomír Nepil - místostarosta Osmičky,256
1962450550674040,TVarchitect.com,Living Media s.r.o.,248
553773474671244,Martin Kupka,Občanská demokratická strana,247
317530692148022,Evropa v datech,DFMG,246
245915525601678,Lukáš Wagenknecht,Česká pirátská strana,243
252375370791,In IUSTITIA,"In IUSTITIA, o.p.s.",241
797495933631139,Roman Roun,Komunistická strana Čech a Moravy,240
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",239
687843237907830,Mladé Pirátstvo,Česká pirátská strana,237
100819232400756,Koncert pro budoucnost,Koncert pro budoucnost,234
155406703122,Arnika,Arnika - Centrum pro podporu občanů,229
114535710292639,Homeenergy.cz,These ads ran without a disclaimer,228
187914681077210,Ladislav Vrabel,ČESKÁ REPUBLIKA NA 1. MÍSTĚ!,220
548487565163265,"Buď Čech, buď laska","Buď Čech, buď laska",206
1570680696523246,Institut pro politiku a společnost,Institut pro politiku a společnost,205
166088024273,Nakladatelství Portál,Nakladatelství Portál,197
511497365600515,Markéta Pekarová Adamová,TOP 09,197
204790179389399,RARE Racionální regulace,These ads ran without a disclaimer,195
101587908186187,Senátor Zbyněk Sýkora,Zbyněk Sýkora,195
152817069778,LiSeLi GeNÇLiK,These ads ran without a disclaimer,195
60516116431,Člověk v tísni,These ads ran without a disclaimer,188
810056782516469,Patrik Nacher,ANO,182
100258505300069,Za bydlení,These ads ran without a disclaimer,177
133785617564,Česká fotbalová reprezentace,These ads ran without a disclaimer,166
225016997351346,Pravda Vítězí,Spolek Odchod,162
100973116090569,Tai Viet 03,These ads ran without a disclaimer,156
1060889564019324,Tomáš Prouza,Tomáš Prouza,155
220092391192485,Tatiana Kárová,Tatiana Kárová,153
241669269037364,Tomáš Messing,Spolek Odchod,153
100563565936696,Sanford Kafutu Business Management,These ads ran without a disclaimer,152
426693680519323,Slibem neuzdravíš,Lékařský odborový klub - Svaz českých lékařů,150
241108842691754,Magnesia,These ads ran without a disclaimer,147
111823221634294,Jule Haehner,These ads ran without a disclaimer,146
2244726532215982,Senátorský klub - Starostové a nezávislí,Senátorský klub Starostové a nezávislí,141
104083252536484,František Bureš,František Bureš,140
966463226699666,Ceny Jana Opletala,"Díky, že můžem z. s.",135
105422232487401,Bold News,Bold News,134
109961708643319,Larry Larewaju,These ads ran without a disclaimer,133
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková - poslankyně,133
447844645078491,Ucimolgbt.cz,Prague Pride z. s.,132
105199845319158,Tomáš Kaněra - starosta MČ Praha 22,Tomáš Kaněra - starosta MČ Praha 22,131
107563435940797,Skanska v ČR a SR,Skanska v ČR a SR,128
461340680584235,Mladí lidovci,Mladí lidovci,127
362665747414675,Kuchařky bez domova,Kuchařky bez domova,118
107572505087543,AŘOV - Asociace řidičů osobních vozidel,"Asociace řidičů osobních vozidel, z.s.",118
163914317133681,Jana Hanzlíková - poslankyně,Jana Hanzlíková - poslankyně,116
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,Svoboda a přímá demokracie (SPD),114
146713862010620,Martin Baxa,Martin Baxa,110
426207097775426,ebankrot.cz,"ADKINS Legal, s.r.o.",110
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,110
297117233483758,En Protos,These ads ran without a disclaimer,110
567147076746992,Senátor Jiří Vosecký - Vosa v Senátu,Starostové pro Liberecký kraj,109
367286396696386,ITTEC,These ads ran without a disclaimer,106
523450094407778,Marek Ženíšek,TOP 09,106
123343344354078,"Hitrádio City 93,7 FM","Media Marketing Services, a.s.",105
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,104
119624098506,Kateřina Konečná,Kateřina Konečná,104
164024787880257,Adapterra,Nadace Partnerství,102
104972032239881,AntiYoutuber.cz,These ads ran without a disclaimer,102
1571432816412854,Ministerstvo pro místní rozvoj,Ministerstvo pro místní rozvoj ČR,≤100
107579032190897,Ornare sit morbi,These ads ran without a disclaimer,≤100
160155036136107,Digital Health,These ads ran without a disclaimer,≤100
378937462177458,RD Rýmařov,RD Rýmařov,≤100
417959304728041,Голос Европы,These ads ran without a disclaimer,≤100
566910516721103,Jaroslava Pokorná Jermanová,Jaroslava Pokorná Jermanová,≤100
101932651984130,KultiVary,KultiVary z.s.,≤100
317427175024030,Proměny zahrad,Karel Komárek Family Foundation,≤100
105928175350796,Mária Ševčíková - 1. místostarostka Prahy 14,Mária Ševčíková - 1. místostarostka Prahy 14,≤100
451080231410939,HLASY Severu,These ads ran without a disclaimer,≤100
100793736209591,Česká republika na 1. místě,Česká republika na 1. místě,≤100
101912608033407,Petra Prokšanová,Petra Prokšanová,≤100
456578391030191,Vzdělávací program Varianty -  Člověk v tísni,Člověk v tísni o.p.s.,≤100
280617905401953,Alexandra Udženija,Občanská demokratická strana,≤100
162177293829972,Rádio Blaník,"Media Marketing Services, a.s.",≤100
107699787442928,Nadační fond ŠKODA AUTO,Nadační fond ŠKODA AUTO,≤100
109056560836,iFortuna.cz,These ads ran without a disclaimer,≤100
139379141293,Paměť národa,These ads ran without a disclaimer,≤100
103055665668357,Koridor UA,These ads ran without a disclaimer,≤100
514533821741122,Pestré jídelny,Nesehnutí,≤100
351328815012336,Milan Krajča,Milan Krajča,≤100
288004403427,"Friedrich-Ebert-Stiftung, zastoupení v České republice","Friedrich-Ebert-Stiftung, zastoupení v České republice",≤100
103513999144283,Rupesh Prince,These ads ran without a disclaimer,≤100
109935354814412,Healthy Person,These ads ran without a disclaimer,≤100
105767998915813,Javed Becker,These ads ran without a disclaimer,≤100
370893616113485,Petr Kowanda,Petr Kowanda,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
2149656682011295,RadoVan,RadoVan,≤100
1443742905864726,Zbyněk Linhart - Krásná Lípa,Zbyněk Linhart,≤100
467298366652832,Радио Прага,Радио Прага,≤100
400479656748554,Ivan Bartoš,Česká pirátská strana\t,≤100
481882431991896,Česko-německý fond budoucnosti/ Deutsch-Tschechischer Zukunftsfonds,Česko-německý fond budoucnosti,≤100
118843734554059,Republicans Overseas Czech Republic,Republicans Overseas Czech Republic,≤100
111107168256877,Karel Dvořák,Karel Dvořák,≤100
72854632984,Hitrádio ORION,"Media Marketing Services, a.s.",≤100
952005618247538,Martin Červíček,Martin Červíček,≤100
1649724681776439,ProMOST,ProMOST,≤100
104208542332869,"Fridays for cars, energy and freedom - CZ",Fridays For Cars CZ,≤100
822146574595819,Agrární komora České republiky,These ads ran without a disclaimer,≤100
109312294926861,2. ekonomická transformace,Digital First Marketing Group s.r.o.,≤100
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner - SPD,≤100
202392473167706,"Mezinárodní vězeňské společenství, z. s.","Mezinárodní vězeňské společenství, z.s.",≤100
108452900574150,Institut pro restorativní justici,"Institut pro restorativní justici, z. s.",≤100
56844830907,ESET,These ads ran without a disclaimer,≤100
214446241928330,Česká filharmonie,These ads ran without a disclaimer,≤100
104398128891546,Jan Hrušovský,Jan Hrušovský,≤100
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,≤100
321762510282,Michal Kučera,Michal Kučera,≤100
115547421460987,sazkar_petr,These ads ran without a disclaimer,≤100
90594467955,Česká spořitelna,These ads ran without a disclaimer,≤100
107865768931987,Maria Hanclova,Maria Hanclova,≤100
594426030604429,Martin Procházka,Martin Procházka,≤100
468803866296815,Jaroslav Linek,Jaroslav Linek,≤100
278259998698281,Jiří Smetana,Jiří Smetana,≤100
124884579804,Nakladatelství METAFORA,These ads ran without a disclaimer,≤100
349496602364,ODS Středočeský kraj,ODS Středočeský kraj,≤100
146955527905,EU Civil Protection & Humanitarian Aid,These ads ran without a disclaimer,≤100
113575165174742,Učím o klimatu,Člověk v tísni o.p.s.,≤100
110395247524264,Švýcarská demokracie,Švýcarská demokracie (www.svycarska-demokracie.cz),≤100
426667000534079,"Kamila Bláhová, starostka a poslankyně","Kamila Bláhová, starostka a poslankyně",≤100
283796335522682,Lepší Beroun,Lepší Beroun,≤100
1624542154525628,Vítězslav Novák,Vítězslav Novák,≤100
100647378751279,Pavla Pivoňka Vaňková STAN,Pavla Pivoňka Vaňková STAN,≤100
525606624188429,revue Prostor,revue Prostor,≤100
176173883021695,Robert Stržínek,Robert Stržínek,≤100
1945602685670091,Asociace provozovatelů mobilních sítí,These ads ran without a disclaimer,≤100
162501966947995,Minimální důstojná mzda,Minimální důstojná mzda,≤100
1451909405021929,Applifting,Applifting s.r.o.,≤100
295548227773122,Triada,Triada spol. s r. o.,≤100
302134090396266,Zdeněk Hřib - náměstek pro dopravu,Česká pirátská strana - Praha,≤100
311455292595290,Ivan Hýža - místostarosta Kunratic,Ivan Hýža - místostarosta Kunratic,≤100
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",≤100
158980731475210,Nina Spitalnikova,These ads ran without a disclaimer,≤100
541077242579260,TOPAZ,TOPAZ,≤100
1674237579543550,JTZE,JTZE,≤100
389319097602660,Hluboká nad Vltavou - oficiální,Město Hluboká nad Vltavou,≤100
736600316444348,Mike Hall,These ads ran without a disclaimer,≤100
112201698344047,Milan Urban,Milan Urban,≤100
236837869508812,IKomunita,These ads ran without a disclaimer,≤100
629968647053447,Compassion in World Farming Česko,Compassion in World Farming Česko,≤100
121414737897090,"LEXUM - oční kliniky, ambulance, optiky","LEXUM - oční kliniky, ambulance, optiky",≤100
382641704925474,Ocelový fénix,These ads ran without a disclaimer,≤100
124212050978293,Kverulant org,Kverulant org,≤100
100625058724688,Newsgate.cz,Newsgate.cz,≤100
468803866296815,Jaroslav Linek,These ads ran without a disclaimer,≤100
2246804255356839,FightLive CZ/SK,GTO,≤100
109907997841447,Mercedes-Benz Trucks CZ,These ads ran without a disclaimer,≤100
133861913307427,VYŠEHRAD nakladatelství,These ads ran without a disclaimer,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
46675324988,Seznam.cz,These ads ran without a disclaimer,≤100
106174915301896,Historické dárky,These ads ran without a disclaimer,≤100
114078158240174,Ray Arturo Thai-Binh 192670,These ads ran without a disclaimer,≤100
289543610912605,Wiadomości PL,These ads ran without a disclaimer,≤100
102423042522223,Water Trek,These ads ran without a disclaimer,≤100
103534185519909,Laba,These ads ran without a disclaimer,≤100
364927456714255,jiri.pribyl,These ads ran without a disclaimer,≤100
116768044810911,Fantastic dbl4,These ads ran without a disclaimer,≤100
110321812760526,Quick Trade,These ads ran without a disclaimer,≤100
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100
349564778485733,Students for Liberty CZ,Students for Liberty CZ,≤100
111617451012493,Libor Turek,ODS,≤100
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,≤100
157741540937883,CARE Česká republika,These ads ran without a disclaimer,≤100
195916333766696,Lovosice - profil města,Lovosice - profil města,≤100
107677558739991,Uromexil Forte,These ads ran without a disclaimer,≤100
107476418136976,Někdo Ti uvěří,Někdo Ti uvěří,≤100
840906766014124,Jana Mračková Vildumetzová,ANO,≤100
109780349685936,Lenka Dražilová politička,Lenka Dražilová,≤100
435990819604484,News portal,These ads ran without a disclaimer,≤100
103055665668357,Koridor UA,Koridor UA,≤100
56987874554,Liga otevřených mužů,Liga otevřených mužů,≤100
107898798686030,Postcards from Ukraine,These ads ran without a disclaimer,≤100
206715912687325,Prázdninovka,"Prázdninová škola Lipnice, z. s.",≤100
315747282263515,"Jakub Stárek, starosta Šestky",Jakub Stárek,≤100
101303247913146,Průvodce podnikáním,These ads ran without a disclaimer,≤100
157675528222654,"Martin Valovič, starosta Prahy 10",ODS - Občanská demokratická strana,≤100
525606624188429,revue Prostor,These ads ran without a disclaimer,≤100
325393357941714,Brněnský sedmnáctý,Brněnský sedmnáctý,≤100
917450784989188,Philips Hue Česko a Slovensko,These ads ran without a disclaimer,≤100
191487317696220,Vladimír Barák - novinář,Vladimír Barák - novinář,≤100
768678816522623,Filament PM,These ads ran without a disclaimer,≤100
168144179718733,Psychologie a příroda,Psychologie a příroda,≤100
118904461524646,Frank Bold,Frank Bold,≤100
104523639244735,"Petr Šula, 1. místostarosta MČ Praha 12","Petr Šula, 1. místostarosta MČ Praha 12",≤100
226207821151572,Marek Novák,Marek Novák,≤100
100769312048282,Health Horizons,These ads ran without a disclaimer,≤100
872454636138704,OBRAZ - Obránci zvířat,These ads ran without a disclaimer,≤100
213802435698566,TVbydleni.cz,Living Media s.r.o.,≤100
164815317047040,Jan Bureš,Jan Bureš,≤100
115550763185294,Silvermix,These ads ran without a disclaimer,≤100
566691376754726,Businessinfo.cz,These ads ran without a disclaimer,≤100
104087131747633,Zaostřeno,Zaostřeno,≤100
232304553456879,Centrum politických studií,Centrum politických studií,≤100
693378177364840,ProVeg International,These ads ran without a disclaimer,≤100
102412049180933,Ivana Turková,Ivana Turková,≤100
148720901649667,Abamal,These ads ran without a disclaimer,≤100
107733504431288,CEVRO ARENA,"CEVRO ARENA, s.r.o.",≤100
1562059410771351,Luboš Zálom • Svobodní,Luboš Zálom • Svobodní,≤100
215661292342258,Praha - město pro život,Praha - město pro život,≤100
267485833114199,Tresjob,These ads ran without a disclaimer,≤100
424700165133,Diakonie ČCE,Diakonie ČCE,≤100
709036592472710,Filozofická fakulta Masarykovy univerzity,Filozofická fakulta Masarykovy univerzity,≤100
174443196377298,Krutý krtek,"Krutý krtek, z. s.",≤100
102094013222561,B. Braun,These ads ran without a disclaimer,≤100
574403236101561,Ivo Vondrák,hnutí O.k.,≤100
431286687721719,Síla pacientů,These ads ran without a disclaimer,≤100
353798643589,Nadace OSF,Nadace OSF,≤100
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,≤100
134722653342602,DAFilms CZ,DAFilms CZ,≤100
271054846258904,Praha 3,Městská část Praha 3,≤100
107709145477704,Vojtěch Bednář,Vojtěch Bednář,≤100
495496033796328,Stanislav Blaha,Stanislav Blaha,≤100
1724429451179435,Alternativa středočeské D3,Alternativa středočeské D3,≤100
2724697507604207,Petr Kratochvíl - radní města Brna pro dopravu,Petr Kratochvíl - radní města Brna pro dopravu,≤100
573072719532614,Forest.ink,These ads ran without a disclaimer,≤100
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,≤100
151503164487,Nakladatelský dům GRADA,These ads ran without a disclaimer,≤100
237187259743312,Ško-Energo,These ads ran without a disclaimer,≤100
947423695277896,JRD - Pro udržitelný život,These ads ran without a disclaimer,≤100
111244775390016,Natálie Vachatová,Natálie Vachatová,≤100
398800103326119,Komunitní centrum Chcimír,Komunitní centrum CHCIMÍR,≤100
105870372410822,Jiří Čtvrtník,These ads ran without a disclaimer,≤100
597980334012769,Svoboda a přímá demokracie Moravskoslezský kraj - SPD,These ads ran without a disclaimer,≤100
251987717997284,Společně proti rasismu a fašismu,Společně proti rasismu a fašismu,≤100
405117806026864,iŽeleznice,These ads ran without a disclaimer,≤100
103624831753285,Jiří Crha - starosta Blanska a náměstek hejtmana JMK,ODS,≤100
1982660762016859,Zuzana Ožanová - poslankyně,Zuzana Ožanová - poslankyně,≤100
111210916534,Příběhy bezpráví,These ads ran without a disclaimer,≤100
130981220272725,Zelení Praha 3,Zelení Praha 3,≤100
120461304659141,O2 CZ,These ads ran without a disclaimer,≤100
161735100539713,By PINK,By PINK,≤100
228222420382410,nikolas.mayer,These ads ran without a disclaimer,≤100
230360723662939,Fit müsli tyčinka,These ads ran without a disclaimer,≤100
101610049035633,Naše Litoměřice,Naše Litoměřice,≤100
113489557033298,Mourek - politická strana,Libeňský mourek,≤100
287826151086535,La France en bonne santé,These ads ran without a disclaimer,≤100
385603961307975,zit.posvem,These ads ran without a disclaimer,≤100
160084270693342,ODS Olomouc,Místní sdružení ODS   Olomouc-město,≤100
108016842119711,Svatopluk Bartík,Svatopluk Bartík,≤100
456578391030191,Vzdělávací program Varianty -  Člověk v tísni,These ads ran without a disclaimer,≤100
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100
447167062064041,Vladimíra Ludková,CORP Production s.r.o.,≤100
334261880321404,Visegradský jezdec,These ads ran without a disclaimer,≤100
325598224118133,Viessmann Climate Solutions,These ads ran without a disclaimer,≤100
460371703825518,BioCycle Grow,These ads ran without a disclaimer,≤100
104549845969112,Oldřich Černý,Oldřich Černý,≤100
136321179736302,Sdružení SOVA,These ads ran without a disclaimer,≤100
470573589468438,Duše Nade Vše,These ads ran without a disclaimer,≤100
228361180513562,Deník e15,These ads ran without a disclaimer,≤100
289047328536,OC FUTURUM Hradec Králové,These ads ran without a disclaimer,≤100
103006121249974,"Healing Viewpoint: v léčivé fotografii a mimořádnostech, co život nesou",These ads ran without a disclaimer,≤100
386253417912321,Založené Oddělení,Založené Oddělení,≤100
101705226314145,Karel Jurka - starosta Vyškova a radní Jihomoravského kraje,ODS,≤100
413781585866108,Zuzana Böhmová - místostarostka Prahy 11,Česká pirátská strana,≤100
111944454819587,Studio W - firemní vzdělávání,These ads ran without a disclaimer,≤100
112397501773045,Forest.io,These ads ran without a disclaimer,≤100
232706386763290,Prague Boats,These ads ran without a disclaimer,≤100
312595399092921,Bez frází,These ads ran without a disclaimer,≤100
167724669972197,Aluprof inspiruje,These ads ran without a disclaimer,≤100
163922593467373,Advokátní kancelář LEGISTES,Lucie Slováková (AK Legistes),≤100
117156120152331,World Radio,These ads ran without a disclaimer,≤100
1532749866981060,AynRand.cz,AynRand.cz,≤100
52479821102,Týdeník Respekt,Respekt Media a.s.,≤100
39950637446,Junák - český skaut,These ads ran without a disclaimer,≤100
330999140313095,(A)void Café,These ads ran without a disclaimer,≤100
434518980326815,Šumperáci,Šumperáci,≤100
668779973132208,Regionální televize Ústecko,These ads ran without a disclaimer,≤100
374207829118098,Tetování.cz,These ads ran without a disclaimer,≤100
108256752103532,Josef Soumar - místostarosta Písku,Josef Soumar - místostarosta Písku,≤100
